latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime,cluster,coordinated_flag
18.73585,98.41352,331.77,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.65,3.06,D,2026-03-29 06:52:00,0,True
18.73641,97.69609,337.67,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.98,4.53,D,2026-03-29 06:52:00,0,True
18.7367,98.36843,346.42,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.21,5.87,D,2026-03-29 06:52:00,0,True
18.73727,98.3725,338.35,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.41,4.75,D,2026-03-29 06:52:00,0,True
18.74072,97.72645,340.68,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.94,4.13,D,2026-03-29 06:52:00,0,True
18.74095,97.67928,333.37,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.01,3.25,D,2026-03-29 06:52:00,0,True
18.74125,97.73022,331.48,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,303.33,4.13,D,2026-03-29 06:52:00,0,True
18.7433,97.76918,338.76,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.11,4.1,D,2026-03-29 06:52:00,0,True
18.7481,97.60802,336.38,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.9,4.9,D,2026-03-29 06:52:00,0,True
18.74898,97.76015,335.8,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.77,5.93,D,2026-03-29 06:52:00,0,True
18.74937,99.28024,338.32,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.75,4.85,D,2026-03-29 06:52:00,0,True
18.75181,97.75562,330.3,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.3,3.47,D,2026-03-29 06:52:00,0,True
18.75191,98.76659,335.38,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,301.17,5.72,D,2026-03-29 06:52:00,0,True
18.75303,98.43478,330.45,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.24,3.66,D,2026-03-29 06:52:00,0,True
18.75359,97.74372,333.16,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.45,2.65,D,2026-03-29 06:52:00,0,True
18.75572,98.37748,332.28,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.39,2.51,D,2026-03-29 06:52:00,0,True
18.75801,97.7748,344.11,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.33,4.14,D,2026-03-29 06:52:00,0,True
18.75851,97.9265,354.86,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,313.44,16.17,D,2026-03-29 06:52:00,0,True
18.76193,97.92596,352.81,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.87,8.28,D,2026-03-29 06:52:00,0,True
18.7666,98.76839,346.58,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.34,7.13,D,2026-03-29 06:52:00,0,True
18.76768,97.64787,335.66,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.17,3.54,D,2026-03-29 06:52:00,0,True
18.76823,97.65172,334.52,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.48,3.31,D,2026-03-29 06:52:00,0,True
18.77128,97.72155,330.34,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,303.46,1.9,D,2026-03-29 06:52:00,0,True
18.77139,97.96838,336.97,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.86,2.76,D,2026-03-29 06:52:00,0,True
18.77195,97.97234,336.42,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.76,2.76,D,2026-03-29 06:52:00,0,True
18.77481,97.96774,340.14,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.89,2.76,D,2026-03-29 06:52:00,0,True
18.77528,98.80572,351.24,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.09,7.51,D,2026-03-29 06:52:00,0,True
18.77536,97.97172,333.52,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.98,2.76,D,2026-03-29 06:52:00,0,True
18.77856,97.60313,333.95,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.44,2.38,D,2026-03-29 06:52:00,0,True
18.77881,98.80507,340.79,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.21,7.51,D,2026-03-29 06:52:00,0,True
18.77935,98.80905,335.09,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,292.0,7.51,D,2026-03-29 06:52:00,0,True
18.78068,97.93491,339.28,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.57,5.28,D,2026-03-29 06:52:00,0,True
18.78123,97.93881,341.25,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.63,5.28,D,2026-03-29 06:52:00,0,True
18.78466,97.93832,343.93,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.52,6.7,D,2026-03-29 06:52:00,0,True
18.78555,99.43925,335.87,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.48,5.59,D,2026-03-29 06:52:00,0,True
18.79625,98.72128,341.18,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.13,5.44,D,2026-03-29 06:52:00,0,True
18.79684,98.72553,334.92,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.16,4.73,D,2026-03-29 06:52:00,0,True
18.80312,97.99468,331.7,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.0,1.86,D,2026-03-29 06:52:00,0,True
18.80432,98.75372,343.33,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.93,5.14,D,2026-03-29 06:52:00,0,True
18.81005,99.48255,334.83,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.24,2.59,D,2026-03-29 06:52:00,0,True
18.81071,98.77395,337.57,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.11,5.55,D,2026-03-29 06:52:00,0,True
18.81236,97.98567,332.19,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.87,2.05,D,2026-03-29 06:52:00,0,True
18.81283,99.31142,340.83,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.41,5.06,D,2026-03-29 06:52:00,0,True
18.81305,99.30779,334.31,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.27,3.5,D,2026-03-29 06:52:00,0,True
18.81326,97.91805,341.19,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.13,6.87,D,2026-03-29 06:52:00,0,True
18.81362,99.3121,333.93,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.29,5.09,D,2026-03-29 06:52:00,0,True
18.81588,97.68744,333.64,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,301.4,2.45,D,2026-03-29 06:52:00,0,True
18.81666,98.76462,336.37,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.96,4.93,D,2026-03-29 06:52:00,0,True
18.81764,99.3195,334.15,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.66,5.15,D,2026-03-29 06:52:00,0,True
18.81833,98.77678,333.93,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.2,3.3,D,2026-03-29 06:52:00,0,True
18.81839,99.32017,341.9,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.98,10.31,D,2026-03-29 06:52:00,0,True
18.81959,98.75974,337.01,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.97,3.26,D,2026-03-29 06:52:00,0,True
18.82075,98.7681,354.2,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.13,26.67,D,2026-03-29 06:52:00,0,True
18.82128,99.31899,339.52,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.37,5.15,D,2026-03-29 06:52:00,0,True
18.82131,98.77219,339.38,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.41,4.13,D,2026-03-29 06:52:00,0,True
18.82187,98.77623,335.67,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.7,4.13,D,2026-03-29 06:52:00,0,True
18.82194,98.75063,333.22,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.87,2.19,D,2026-03-29 06:52:00,0,True
18.82311,98.7591,331.45,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.28,3.26,D,2026-03-29 06:52:00,0,True
18.82664,98.75851,333.7,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.01,3.56,D,2026-03-29 06:52:00,0,True
18.82723,98.76275,349.46,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.64,6.52,D,2026-03-29 06:52:00,0,True
18.83018,98.75795,331.92,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.54,3.56,D,2026-03-29 06:52:00,0,True
18.83076,98.76212,341.89,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.17,6.52,D,2026-03-29 06:52:00,0,True
18.83135,98.76639,341.25,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.09,6.52,D,2026-03-29 06:52:00,0,True
18.83307,98.77881,333.43,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.55,4.96,D,2026-03-29 06:52:00,0,True
18.83625,98.67206,336.22,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.91,5.48,D,2026-03-29 06:52:00,0,True
18.83648,98.67261,335.51,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.99,6.44,D,2026-03-29 06:52:00,0,True
18.84287,97.92942,344.39,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.01,6.64,D,2026-03-29 06:52:00,0,True
18.84292,97.92997,347.88,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.7,8.47,D,2026-03-29 06:52:00,0,True
18.85262,98.73885,342.52,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.13,4.54,D,2026-03-29 06:52:00,0,True
18.85318,98.74295,350.92,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.72,7.06,D,2026-03-29 06:52:00,0,True
18.85374,98.74707,352.08,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.74,7.06,D,2026-03-29 06:52:00,0,True
18.85407,98.66958,344.3,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.97,5.42,D,2026-03-29 06:52:00,0,True
18.85616,98.73831,337.59,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.8,4.54,D,2026-03-29 06:52:00,0,True
18.85704,98.66502,344.57,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.01,7.57,D,2026-03-29 06:52:00,0,True
18.85783,98.75063,333.25,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.13,5.11,D,2026-03-29 06:52:00,0,True
18.85949,98.76292,336.45,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.45,5.08,D,2026-03-29 06:52:00,0,True
18.86136,98.75004,346.37,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.74,5.74,D,2026-03-29 06:52:00,0,True
18.86221,98.36521,331.8,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.3,3.77,D,2026-03-29 06:52:00,0,True
18.86247,98.75826,334.59,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.84,9.94,D,2026-03-29 06:52:00,0,True
18.86324,98.73724,342.87,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.38,6.2,D,2026-03-29 06:52:00,0,True
18.86413,97.51588,337.15,0.4,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.2,4.45,D,2026-03-29 06:52:00,0,True
18.86433,98.7453,342.74,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.59,8.52,D,2026-03-29 06:52:00,0,True
18.86489,98.74946,343.27,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.51,5.74,D,2026-03-29 06:52:00,0,True
18.86608,98.41853,330.49,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,303.06,1.55,D,2026-03-29 06:52:00,0,True
18.86786,98.74471,339.47,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.37,8.74,D,2026-03-29 06:52:00,0,True
18.86843,98.7489,342.94,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.72,10.11,D,2026-03-29 06:52:00,0,True
18.86947,98.6506,333.6,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.01,2.8,D,2026-03-29 06:52:00,0,True
18.87242,98.6459,343.06,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.49,2.8,D,2026-03-29 06:52:00,0,True
18.87298,98.65002,334.77,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.94,2.8,D,2026-03-29 06:52:00,0,True
18.87311,98.75679,341.35,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.64,3.72,D,2026-03-29 06:52:00,0,True
18.8763,98.70065,347.2,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.01,6.98,D,2026-03-29 06:52:00,0,True
18.87922,98.72207,335.55,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.19,4.03,D,2026-03-29 06:52:00,0,True
18.87981,99.2532,345.75,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.97,6.05,D,2026-03-29 06:52:00,0,True
18.87983,98.70008,338.45,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.87,6.98,D,2026-03-29 06:52:00,0,True
18.88017,98.75559,351.51,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.54,9.94,D,2026-03-29 06:52:00,0,True
18.88155,98.71268,334.44,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.68,3.3,D,2026-03-29 06:52:00,0,True
18.88215,98.71712,338.56,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.46,3.3,D,2026-03-29 06:52:00,0,True
18.8828,99.27538,337.12,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.98,3.4,D,2026-03-29 06:52:00,0,True
18.88286,99.24843,342.76,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.96,6.05,D,2026-03-29 06:52:00,0,True
18.88335,98.69952,350.49,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.22,9.76,D,2026-03-29 06:52:00,0,True
18.88342,99.25259,346.41,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.43,6.05,D,2026-03-29 06:52:00,0,True
18.8839,98.70353,352.51,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.2,21.31,D,2026-03-29 06:52:00,0,True
18.88395,99.28387,341.03,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.32,4.1,D,2026-03-29 06:52:00,0,True
18.88444,98.73389,337.74,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.67,4.18,D,2026-03-29 06:52:00,0,True
18.88453,99.28816,333.0,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.83,4.1,D,2026-03-29 06:52:00,0,True
18.88476,98.63103,335.26,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.12,3.46,D,2026-03-29 06:52:00,0,True
18.8851,98.71225,336.59,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.58,3.64,D,2026-03-29 06:52:00,0,True
18.88648,99.24788,343.56,0.47,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,313.94,18.78,D,2026-03-29 06:52:00,0,True
18.8866,97.50406,336.62,0.4,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.72,5.01,D,2026-03-29 06:52:00,0,True
18.88715,97.50784,341.09,0.4,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.67,7.45,D,2026-03-29 06:52:00,0,True
18.8877,98.62628,339.51,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.8,2.78,D,2026-03-29 06:52:00,0,True
18.88817,99.28771,343.5,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.68,4.1,D,2026-03-29 06:52:00,0,True
18.88828,97.97882,331.44,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.59,3.99,D,2026-03-29 06:52:00,0,True
18.8912,98.62563,332.76,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.57,2.78,D,2026-03-29 06:52:00,0,True
18.89172,97.97837,334.72,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.11,6.78,D,2026-03-29 06:52:00,0,True
18.8919,98.60468,339.31,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.79,4.38,D,2026-03-29 06:52:00,0,True
18.89275,97.69089,332.39,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.99,2.72,D,2026-03-29 06:52:00,0,True
18.89339,98.69382,332.8,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.61,3.04,D,2026-03-29 06:52:00,0,True
18.89394,98.69784,336.47,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.41,3.04,D,2026-03-29 06:52:00,0,True
18.89415,98.62094,343.56,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.7,19.14,D,2026-03-29 06:52:00,0,True
18.89844,98.75708,331.19,0.45,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.66,3.43,D,2026-03-29 06:52:00,0,True
18.90101,98.69682,332.18,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.75,4.26,D,2026-03-29 06:52:00,0,True
18.9034,98.26461,335.52,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.31,3.79,D,2026-03-29 06:52:00,0,True
18.90367,98.76887,337.16,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.18,4.36,D,2026-03-29 06:52:00,0,True
18.90454,98.69627,331.55,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.49,2.82,D,2026-03-29 06:52:00,0,True
18.90697,98.63574,339.79,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.62,5.96,D,2026-03-29 06:52:00,0,True
18.90892,98.78082,336.44,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.69,3.8,D,2026-03-29 06:52:00,0,True
18.90925,99.4717,333.31,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.47,4.81,D,2026-03-29 06:52:00,0,True
18.9096,97.63349,336.88,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.55,4.48,D,2026-03-29 06:52:00,0,True
18.91116,98.61409,334.19,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.64,2.58,D,2026-03-29 06:52:00,0,True
18.91355,97.95918,340.16,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.45,2.91,D,2026-03-29 06:52:00,0,True
18.91453,97.79433,346.17,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.18,3.87,D,2026-03-29 06:52:00,0,True
18.91465,97.96694,335.41,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.31,4.58,D,2026-03-29 06:52:00,0,True
18.9151,97.79829,334.01,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.16,3.87,D,2026-03-29 06:52:00,0,True
18.9155,98.776,335.78,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.61,4.52,D,2026-03-29 06:52:00,0,True
18.91568,98.69863,330.06,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,296.96,6.99,D,2026-03-29 06:52:00,0,True
18.91644,97.95478,335.31,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.29,3.07,D,2026-03-29 06:52:00,0,True
18.91698,97.95866,335.91,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.63,3.07,D,2026-03-29 06:52:00,0,True
18.91936,98.6214,336.41,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.62,5.24,D,2026-03-29 06:52:00,0,True
18.92103,98.63342,331.16,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.15,3.08,D,2026-03-29 06:52:00,0,True
18.92321,97.63167,335.62,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.41,2.64,D,2026-03-29 06:52:00,0,True
18.92394,97.68594,337.14,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.22,4.98,D,2026-03-29 06:52:00,0,True
18.92455,98.68457,334.47,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.08,3.15,D,2026-03-29 06:52:00,0,True
18.93778,99.18323,331.7,0.47,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.88,4.45,D,2026-03-29 06:52:00,0,True
18.9451,97.93457,335.76,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.29,2.99,D,2026-03-29 06:52:00,0,True
18.94853,97.93403,348.44,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.69,13.81,D,2026-03-29 06:52:00,0,True
18.94952,97.96559,346.9,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.37,6.36,D,2026-03-29 06:52:00,0,True
18.94967,97.64703,337.59,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.03,5.59,D,2026-03-29 06:52:00,0,True
18.95272,97.9414,345.81,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.48,5.92,D,2026-03-29 06:52:00,0,True
18.95296,97.96508,333.01,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.73,9.28,D,2026-03-29 06:52:00,0,True
18.95305,97.9412,348.3,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.62,11.19,D,2026-03-29 06:52:00,0,True
18.95351,97.96897,335.33,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.81,9.28,D,2026-03-29 06:52:00,0,True
18.95543,97.96083,345.09,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.18,10.14,D,2026-03-29 06:52:00,0,True
18.95582,97.96059,343.84,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.5,9.4,D,2026-03-29 06:52:00,0,True
18.95594,97.64231,333.44,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.14,3.42,D,2026-03-29 06:52:00,0,True
18.95598,97.96479,354.85,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.36,13.82,D,2026-03-29 06:52:00,0,True
18.95615,97.94088,347.84,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.15,5.92,D,2026-03-29 06:52:00,0,True
18.95639,97.96455,356.7,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.57,9.28,D,2026-03-29 06:52:00,0,True
18.95669,97.94474,338.22,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.41,5.92,D,2026-03-29 06:52:00,0,True
18.95885,97.96025,335.91,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.08,10.14,D,2026-03-29 06:52:00,0,True
18.95941,97.96424,340.17,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.16,13.82,D,2026-03-29 06:52:00,0,True
18.96177,97.70777,331.31,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.25,2.0,D,2026-03-29 06:52:00,0,True
18.96475,97.6798,332.92,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.51,4.46,D,2026-03-29 06:52:00,0,True
18.96525,98.58546,343.12,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.6,7.33,D,2026-03-29 06:52:00,0,True
18.96531,97.68373,337.51,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.85,4.72,D,2026-03-29 06:52:00,0,True
18.96643,97.69161,337.24,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.48,5.42,D,2026-03-29 06:52:00,0,True
18.96822,98.5809,345.21,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.64,5.16,D,2026-03-29 06:52:00,0,True
18.96913,97.71066,338.45,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.78,3.32,D,2026-03-29 06:52:00,0,True
18.96931,98.58886,332.23,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.12,2.09,D,2026-03-29 06:52:00,0,True
18.96967,97.71445,350.53,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.17,6.23,D,2026-03-29 06:52:00,0,True
18.97102,97.67505,335.2,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.87,2.94,D,2026-03-29 06:52:00,0,True
18.97255,97.71024,335.38,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.14,3.32,D,2026-03-29 06:52:00,0,True
18.97497,97.67838,336.65,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.05,2.94,D,2026-03-29 06:52:00,0,True
18.97644,99.11486,334.0,0.46,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.66,2.25,D,2026-03-29 06:52:00,0,True
18.97691,98.59197,335.25,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.56,3.41,D,2026-03-29 06:52:00,0,True
18.97829,97.58031,337.31,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.93,3.13,D,2026-03-29 06:52:00,0,True
18.98225,97.70509,333.59,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.16,2.16,D,2026-03-29 06:52:00,0,True
18.98566,97.70461,337.23,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.7,2.16,D,2026-03-29 06:52:00,0,True
18.98645,98.55692,335.14,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.23,3.85,D,2026-03-29 06:52:00,0,True
18.98751,98.59071,338.17,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.12,6.17,D,2026-03-29 06:52:00,0,True
18.98938,98.55219,333.84,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.5,3.85,D,2026-03-29 06:52:00,0,True
18.99097,97.64457,352.69,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.73,13.5,D,2026-03-29 06:52:00,0,True
18.99103,98.59016,340.49,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.19,3.91,D,2026-03-29 06:52:00,0,True
