latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime,cluster,coordinated_flag
19.35908,97.84686,335.22,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.32,3.45,D,2026-03-29 06:52:00,0,True
19.35964,97.85079,337.13,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.13,3.45,D,2026-03-29 06:52:00,0,True
19.36002,98.20488,340.34,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.48,3.7,D,2026-03-29 06:52:00,0,True
19.36024,97.8304,338.56,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.6,7.07,D,2026-03-29 06:52:00,0,True
19.36057,98.20883,337.81,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.94,3.7,D,2026-03-29 06:52:00,0,True
19.36082,97.83444,344.02,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.55,7.07,D,2026-03-29 06:52:00,0,True
19.36195,97.81789,339.09,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.03,4.82,D,2026-03-29 06:52:00,0,True
19.36204,98.1683,343.1,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.45,3.62,D,2026-03-29 06:52:00,0,True
19.36531,97.66869,337.04,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.64,3.29,D,2026-03-29 06:52:00,0,True
19.36537,97.81731,334.51,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.14,4.51,D,2026-03-29 06:52:00,0,True
19.3655,98.16775,340.44,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.16,4.67,D,2026-03-29 06:52:00,0,True
19.36656,98.17538,333.92,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.48,5.51,D,2026-03-29 06:52:00,0,True
19.36951,98.17108,347.71,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.91,5.51,D,2026-03-29 06:52:00,0,True
19.37005,98.17496,351.18,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.42,5.51,D,2026-03-29 06:52:00,0,True
19.37124,97.71088,332.57,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.07,6.18,D,2026-03-29 06:52:00,0,True
19.37138,98.81272,332.79,0.45,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.57,2.64,D,2026-03-29 06:52:00,0,True
19.37536,97.69063,348.41,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.1,12.59,D,2026-03-29 06:52:00,0,True
19.37701,97.70232,333.19,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.62,2.81,D,2026-03-29 06:52:00,0,True
19.37771,97.80711,332.68,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.39,5.25,D,2026-03-29 06:52:00,0,True
19.3778,99.29873,331.96,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,300.83,4.7,D,2026-03-29 06:52:00,0,True
19.37823,97.68626,338.2,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.6,4.52,D,2026-03-29 06:52:00,0,True
19.37828,97.81128,342.7,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.02,15.1,D,2026-03-29 06:52:00,0,True
19.37877,97.69012,334.26,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.25,2.75,D,2026-03-29 06:52:00,0,True
19.37978,99.28552,330.32,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,303.46,10.54,D,2026-03-29 06:52:00,0,True
19.38113,97.80656,345.68,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.33,9.71,D,2026-03-29 06:52:00,0,True
19.38171,97.81075,338.8,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.6,36.42,D,2026-03-29 06:52:00,0,True
19.38344,99.28506,355.76,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.66,10.54,D,2026-03-29 06:52:00,0,True
19.38401,99.28934,330.52,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.09,7.34,D,2026-03-29 06:52:00,0,True
19.38409,97.9035,335.62,0.42,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.8,2.32,D,2026-03-29 06:52:00,0,True
19.38484,97.51224,347.29,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.37,6.0,D,2026-03-29 06:52:00,0,True
19.38489,97.73363,341.74,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.48,5.48,D,2026-03-29 06:52:00,0,True
19.38822,97.51163,338.8,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,311.99,3.92,D,2026-03-29 06:52:00,0,True
19.3888,97.51569,342.19,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.51,3.46,D,2026-03-29 06:52:00,0,True
19.38912,98.49425,335.66,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.91,5.02,D,2026-03-29 06:52:00,0,True
19.38951,97.86675,336.94,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.82,3.45,D,2026-03-29 06:52:00,0,True
19.39105,97.50715,350.98,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.97,3.92,D,2026-03-29 06:52:00,0,True
19.39162,97.51115,338.0,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.94,3.92,D,2026-03-29 06:52:00,0,True
19.39234,98.08147,340.0,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.3,2.55,D,2026-03-29 06:52:00,0,True
19.39264,98.49373,341.58,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.31,5.02,D,2026-03-29 06:52:00,0,True
19.39278,97.51922,342.97,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.94,3.46,D,2026-03-29 06:52:00,0,True
19.39335,97.52318,339.07,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.56,2.48,D,2026-03-29 06:52:00,0,True
19.39351,99.3899,339.35,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.04,4.72,D,2026-03-29 06:52:00,0,True
19.39387,97.50266,340.93,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.89,6.08,D,2026-03-29 06:52:00,0,True
19.39396,97.62511,352.49,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,313.04,8.69,D,2026-03-29 06:52:00,0,True
19.39524,97.85757,340.23,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.82,5.05,D,2026-03-29 06:52:00,0,True
19.39614,99.29652,341.36,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.11,6.88,D,2026-03-29 06:52:00,0,True
19.3973,97.52658,349.48,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,315.4,9.86,D,2026-03-29 06:52:00,0,True
19.39747,97.60088,339.08,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.16,4.24,D,2026-03-29 06:52:00,0,True
19.39781,99.14213,346.69,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.27,8.94,D,2026-03-29 06:52:00,0,True
19.39802,97.60474,341.79,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.67,4.24,D,2026-03-29 06:52:00,0,True
19.39949,97.54185,367.0,0.41,0.37,2026-03-29,652,N20,VIIRS,h,2.0NRT,314.59,8.1,D,2026-03-29 06:52:00,0,True
19.39978,99.29591,342.0,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.77,6.88,D,2026-03-29 06:52:00,0,True
19.40004,97.54572,343.53,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,313.44,6.56,D,2026-03-29 06:52:00,0,True
19.40035,98.0882,338.99,0.42,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.42,5.84,D,2026-03-29 06:52:00,0,True
19.40086,99.44607,346.09,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.82,6.52,D,2026-03-29 06:52:00,0,True
19.40206,97.8562,351.32,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.35,9.07,D,2026-03-29 06:52:00,0,True
19.40229,97.65932,336.89,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.51,2.54,D,2026-03-29 06:52:00,0,True
19.40232,97.53738,347.75,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.6,8.1,D,2026-03-29 06:52:00,0,True
19.40262,97.58818,337.03,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.97,4.08,D,2026-03-29 06:52:00,0,True
19.40287,99.2911,332.07,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.27,4.04,D,2026-03-29 06:52:00,0,True
19.40526,97.90427,334.35,0.42,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.19,3.53,D,2026-03-29 06:52:00,0,True
19.40569,97.53671,348.59,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,316.89,12.68,D,2026-03-29 06:52:00,0,True
19.40599,98.51257,340.81,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.79,5.99,D,2026-03-29 06:52:00,0,True
19.40602,97.58766,335.63,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.58,5.18,D,2026-03-29 06:52:00,0,True
19.40669,98.04138,338.19,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.63,3.74,D,2026-03-29 06:52:00,0,True
19.40726,98.04552,337.54,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.18,3.74,D,2026-03-29 06:52:00,0,True
19.40839,97.70233,342.56,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.55,7.97,D,2026-03-29 06:52:00,0,True
19.40879,98.42857,341.31,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,311.9,3.46,D,2026-03-29 06:52:00,0,True
19.4089,97.58348,340.86,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.86,5.18,D,2026-03-29 06:52:00,0,True
19.40894,97.70627,334.12,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.84,7.97,D,2026-03-29 06:52:00,0,True
19.40907,97.53605,352.16,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.3,12.68,D,2026-03-29 06:52:00,0,True
19.40936,98.43266,340.23,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.98,3.4,D,2026-03-29 06:52:00,0,True
19.40942,99.36868,339.41,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.81,5.39,D,2026-03-29 06:52:00,0,True
19.40946,97.58737,355.99,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.94,5.18,D,2026-03-29 06:52:00,0,True
19.41173,98.42388,335.33,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.2,3.46,D,2026-03-29 06:52:00,0,True
19.41182,97.7019,339.38,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.23,7.97,D,2026-03-29 06:52:00,0,True
19.41244,97.53542,339.76,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,313.06,4.86,D,2026-03-29 06:52:00,0,True
19.41286,98.43204,342.75,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.59,3.4,D,2026-03-29 06:52:00,0,True
19.41375,99.28894,345.48,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.36,9.93,D,2026-03-29 06:52:00,0,True
19.41464,99.12988,336.09,0.47,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,302.43,2.59,D,2026-03-29 06:52:00,0,True
19.41479,97.52752,340.45,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,312.43,2.89,D,2026-03-29 06:52:00,0,True
19.41533,97.53128,342.87,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,313.4,2.89,D,2026-03-29 06:52:00,0,True
19.4158,98.42741,336.91,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.1,3.67,D,2026-03-29 06:52:00,0,True
19.41796,98.46899,348.12,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.77,6.13,D,2026-03-29 06:52:00,0,True
19.41851,98.47305,337.44,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.19,3.17,D,2026-03-29 06:52:00,0,True
19.41909,98.4772,342.05,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.75,3.17,D,2026-03-29 06:52:00,0,True
19.41965,98.48132,336.61,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.82,4.73,D,2026-03-29 06:52:00,0,True
19.41975,97.85732,333.99,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.56,4.79,D,2026-03-29 06:52:00,0,True
19.41982,97.83286,337.79,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.82,2.9,D,2026-03-29 06:52:00,0,True
19.42022,98.48541,353.16,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.06,4.73,D,2026-03-29 06:52:00,0,True
19.42028,97.8611,336.03,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.04,4.0,D,2026-03-29 06:52:00,0,True
19.42037,98.46048,351.62,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.69,8.99,D,2026-03-29 06:52:00,0,True
19.42039,97.8369,331.29,0.42,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.39,2.97,D,2026-03-29 06:52:00,0,True
19.42092,98.46445,343.95,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.21,4.35,D,2026-03-29 06:52:00,0,True
19.4228,98.42625,336.56,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.49,3.83,D,2026-03-29 06:52:00,0,True
19.42668,98.08399,345.44,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.87,10.99,D,2026-03-29 06:52:00,0,True
19.42673,97.98259,335.95,0.42,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.86,3.75,D,2026-03-29 06:52:00,0,True
19.42695,98.03492,336.78,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.6,2.42,D,2026-03-29 06:52:00,0,True
19.42777,98.48813,338.8,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.45,4.16,D,2026-03-29 06:52:00,0,True
19.43014,98.08342,338.09,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.02,10.99,D,2026-03-29 06:52:00,0,True
19.43018,97.9821,341.81,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.27,3.75,D,2026-03-29 06:52:00,0,True
19.43382,98.55814,333.6,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,301.04,3.48,D,2026-03-29 06:52:00,0,True
19.43422,98.48284,355.15,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.25,9.56,D,2026-03-29 06:52:00,0,True
19.43444,98.03803,347.42,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.41,10.4,D,2026-03-29 06:52:00,0,True
19.43497,98.04188,352.14,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.95,10.4,D,2026-03-29 06:52:00,0,True
19.43718,98.47829,340.57,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.76,5.08,D,2026-03-29 06:52:00,0,True
19.43775,98.48241,351.18,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.91,5.08,D,2026-03-29 06:52:00,0,True
19.43815,98.09026,334.51,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.19,3.58,D,2026-03-29 06:52:00,0,True
19.4387,98.09422,332.26,0.43,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.67,3.89,D,2026-03-29 06:52:00,0,True
19.43985,98.1025,348.58,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.81,6.67,D,2026-03-29 06:52:00,0,True
19.44161,98.08971,338.36,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.59,8.94,D,2026-03-29 06:52:00,0,True
19.44216,98.09369,350.67,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,315.53,15.15,D,2026-03-29 06:52:00,0,True
19.44258,97.8205,351.78,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.93,16.42,D,2026-03-29 06:52:00,0,True
19.44273,98.09777,337.9,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.59,15.15,D,2026-03-29 06:52:00,0,True
19.44312,97.82431,340.63,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.45,3.52,D,2026-03-29 06:52:00,0,True
19.44332,97.65376,335.21,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,310.18,2.67,D,2026-03-29 06:52:00,0,True
19.44332,98.102,336.94,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.96,3.35,D,2026-03-29 06:52:00,0,True
19.44375,98.42242,339.0,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.21,3.66,D,2026-03-29 06:52:00,0,True
19.44378,98.44826,337.26,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.7,2.91,D,2026-03-29 06:52:00,0,True
19.44437,98.42682,339.7,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.9,6.52,D,2026-03-29 06:52:00,0,True
19.44555,98.43525,337.58,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.58,4.38,D,2026-03-29 06:52:00,0,True
19.44648,97.72474,331.76,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.09,0.93,D,2026-03-29 06:52:00,0,True
19.45197,99.01429,332.41,0.46,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.65,2.7,D,2026-03-29 06:52:00,0,True
19.45513,98.26484,333.75,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.19,2.33,D,2026-03-29 06:52:00,0,True
19.45676,97.72334,337.31,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.49,2.71,D,2026-03-29 06:52:00,0,True
19.45835,99.37077,345.42,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.26,4.85,D,2026-03-29 06:52:00,0,True
19.45864,98.26447,337.36,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.07,2.51,D,2026-03-29 06:52:00,0,True
19.45873,98.52998,333.97,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.4,2.56,D,2026-03-29 06:52:00,0,True
19.45885,98.50494,338.57,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.13,3.81,D,2026-03-29 06:52:00,0,True
19.45901,99.37564,331.12,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,301.25,4.85,D,2026-03-29 06:52:00,0,True
19.45916,98.26823,330.97,0.43,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.17,2.51,D,2026-03-29 06:52:00,0,True
19.46186,99.28642,330.48,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.89,3.37,D,2026-03-29 06:52:00,0,True
19.46237,98.50442,341.23,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.57,4.65,D,2026-03-29 06:52:00,0,True
19.46242,99.29057,333.66,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,301.54,3.37,D,2026-03-29 06:52:00,0,True
19.46256,98.4505,352.19,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,313.79,8.08,D,2026-03-29 06:52:00,0,True
19.46264,99.29211,330.7,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,300.07,7.95,D,2026-03-29 06:52:00,0,True
19.46273,98.50491,341.46,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.7,4.9,D,2026-03-29 06:52:00,0,True
19.46476,98.49575,352.55,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.87,15.68,D,2026-03-29 06:52:00,0,True
19.46515,98.49624,355.77,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.65,19.22,D,2026-03-29 06:52:00,0,True
19.46521,99.28327,330.34,0.48,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,302.03,3.92,D,2026-03-29 06:52:00,0,True
19.46533,98.49984,338.02,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.66,4.65,D,2026-03-29 06:52:00,0,True
19.46549,98.44569,346.63,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,312.25,7.7,D,2026-03-29 06:52:00,0,True
19.46571,98.50034,337.17,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,308.43,4.9,D,2026-03-29 06:52:00,0,True
19.46606,98.4499,336.97,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.74,8.08,D,2026-03-29 06:52:00,0,True
19.46918,99.36794,332.96,0.48,0.4,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.18,3.38,D,2026-03-29 06:52:00,0,True
19.47147,98.00014,333.29,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.66,1.57,D,2026-03-29 06:52:00,0,True
19.47421,98.4571,347.68,0.44,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.79,5.68,D,2026-03-29 06:52:00,0,True
19.47554,97.50921,348.66,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.41,4.99,D,2026-03-29 06:52:00,0,True
19.4756,97.97935,337.26,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,304.58,3.38,D,2026-03-29 06:52:00,0,True
19.47886,98.46491,337.1,0.44,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,311.33,3.44,D,2026-03-29 06:52:00,0,True
19.47892,97.50858,332.61,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.65,4.99,D,2026-03-29 06:52:00,0,True
19.47898,97.75612,342.01,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.65,5.58,D,2026-03-29 06:52:00,0,True
19.47981,99.14036,336.0,0.47,0.4,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.33,4.43,D,2026-03-29 06:52:00,0,True
19.4801,99.05949,332.69,0.47,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,307.12,3.82,D,2026-03-29 06:52:00,0,True
19.48192,97.97425,330.1,0.42,0.38,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.65,4.57,D,2026-03-29 06:52:00,0,True
19.48205,97.60413,348.2,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,314.14,8.71,D,2026-03-29 06:52:00,0,True
19.48239,97.75551,335.82,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,303.22,5.71,D,2026-03-29 06:52:00,0,True
19.48261,97.60812,347.52,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.74,8.71,D,2026-03-29 06:52:00,0,True
19.48294,97.75941,346.27,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.7,5.71,D,2026-03-29 06:52:00,0,True
19.48371,99.05893,342.16,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.94,3.82,D,2026-03-29 06:52:00,0,True
19.48479,97.96963,346.86,0.42,0.38,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.26,7.59,D,2026-03-29 06:52:00,0,True
19.48733,99.05835,343.47,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.53,5.44,D,2026-03-29 06:52:00,0,True
19.48975,97.75815,347.55,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.38,5.74,D,2026-03-29 06:52:00,0,True
19.49013,97.53857,339.81,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.44,2.89,D,2026-03-29 06:52:00,0,True
19.49635,97.68079,334.72,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.31,1.71,D,2026-03-29 06:52:00,0,True
19.49662,98.54275,344.15,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.32,3.98,D,2026-03-29 06:52:00,0,True
19.49817,99.05669,346.56,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.88,7.03,D,2026-03-29 06:52:00,0,True
19.49937,99.06563,336.69,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.49,2.21,D,2026-03-29 06:52:00,0,True
19.50014,98.54215,341.41,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.3,3.98,D,2026-03-29 06:52:00,0,True
19.50177,99.05608,331.74,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,306.61,2.66,D,2026-03-29 06:52:00,0,True
19.50422,98.54564,337.8,0.44,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,309.26,7.3,D,2026-03-29 06:52:00,0,True
19.50831,98.54928,342.66,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.39,7.3,D,2026-03-29 06:52:00,0,True
19.51128,97.76206,331.14,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.77,4.08,D,2026-03-29 06:52:00,0,True
19.51137,99.04528,348.12,0.47,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,308.36,5.6,D,2026-03-29 06:52:00,0,True
19.51182,97.76586,351.38,0.42,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.36,15.43,D,2026-03-29 06:52:00,0,True
19.51187,98.54889,334.57,0.44,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,307.38,2.89,D,2026-03-29 06:52:00,0,True
19.51204,98.99609,349.46,0.46,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,310.98,8.5,D,2026-03-29 06:52:00,0,True
19.51417,97.75777,339.51,0.41,0.37,2026-03-29,652,N20,VIIRS,n,2.0NRT,305.34,4.08,D,2026-03-29 06:52:00,0,True
19.51563,99.07668,333.42,0.47,0.39,2026-03-29,652,N20,VIIRS,l,2.0NRT,306.97,3.16,D,2026-03-29 06:52:00,0,True
19.51601,97.57397,330.6,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,305.52,2.88,D,2026-03-29 06:52:00,0,True
19.51622,98.99976,341.29,0.46,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,309.95,6.25,D,2026-03-29 06:52:00,0,True
19.51658,97.57793,333.81,0.41,0.37,2026-03-29,652,N20,VIIRS,l,2.0NRT,304.91,2.88,D,2026-03-29 06:52:00,0,True
19.5168,99.00401,355.52,0.46,0.39,2026-03-29,652,N20,VIIRS,n,2.0NRT,311.28,6.25,D,2026-03-29 06:52:00,0,True
