latitude,longitude,burn_count
18.5637,98.8012,1
18.5637,98.8102,1
18.5637,98.8192,1
18.5637,98.8282,1
18.5637,99.0168,3
18.5637,99.0258,4
18.5637,99.0348,4
18.5637,99.0438,4
18.5637,99.0527,3
18.5637,99.0617,2
18.5637,99.0707,3
18.5637,99.0797,3
18.5637,99.0887,2
18.5637,99.0977,2
18.5637,99.1066,2
18.5637,99.1156,1
18.5637,99.1246,1
18.5637,99.1336,3
18.5637,99.1426,2
18.5637,99.1515,4
18.5637,99.1605,3
18.5637,99.1695,4
18.5637,99.1785,3
18.5637,99.1875,3
18.5637,99.1965,2
18.5637,99.2054,3
18.5637,99.2144,4
18.5637,99.2234,5
18.5637,99.2324,4
18.5637,99.2414,3
18.5637,99.2504,2
18.5637,99.2593,1
18.5637,99.2683,2
18.5637,99.2773,2
18.5637,99.2863,2
18.5637,99.2953,2
18.5637,99.3043,1
18.5637,99.3132,2
18.5637,99.3222,2
18.5637,99.3312,1
18.5637,99.3492,2
18.5637,99.3582,2
18.5637,99.3671,2
18.5637,99.3761,2
18.5637,99.3851,2
18.5637,99.4031,1
18.5637,99.4121,1
18.5637,99.421,1
18.5637,99.466,1
18.5637,99.4749,2
18.5637,99.4839,6
18.5637,99.4929,6
18.5637,99.5019,5
18.5727,98.1993,5
18.5727,98.2083,4
18.5727,98.2173,2
18.5727,98.2263,3
18.5727,98.2353,3
18.5727,98.2443,3
18.5727,98.2532,5
18.5727,98.2622,5
18.5727,98.2712,4
18.5727,98.2802,4
18.5727,98.2892,3
18.5727,98.2981,1
18.5727,98.3071,2
18.5727,98.3161,2
18.5727,98.3251,3
18.5727,98.3341,4
18.5727,98.3431,4
18.5727,98.352,4
18.5727,98.361,3
18.5727,98.37,2
18.5727,98.379,2
18.5727,98.388,2
18.5727,98.397,1
18.5727,98.4059,1
18.5727,98.4149,1
18.5727,98.4239,1
18.5727,98.4419,1
18.5727,98.4509,1
18.5727,98.5137,1
18.5727,98.5227,1
18.5727,98.5766,1
18.5727,98.5856,1
18.5727,98.5946,2
18.5727,98.6036,5
18.5727,98.6126,5
18.5727,98.6215,3
18.5727,98.6575,1
18.5727,98.6665,2
18.5727,98.6754,2
18.5727,98.6844,2
18.5727,98.6934,1
18.5727,98.7024,2
18.5727,98.7114,3
18.5727,98.7204,4
18.5727,98.7293,4
18.5727,98.7383,3
18.5727,98.7473,3
18.5727,98.7563,2
18.5727,98.7653,2
18.5727,98.8012,1
18.5727,98.8102,1
18.5727,98.8192,1
18.5727,98.8282,1
18.5727,98.8371,1
18.5727,99.0168,2
18.5727,99.0258,2
18.5727,99.0348,2
18.5727,99.0438,2
18.5727,99.0527,2
18.5727,99.0617,1
18.5727,99.0707,1
18.5727,99.0797,1
18.5727,99.0887,1
18.5727,99.0977,1
18.5727,99.1426,1
18.5727,99.1515,1
18.5727,99.1605,2
18.5727,99.1695,2
18.5727,99.1785,3
18.5727,99.1875,2
18.5727,99.1965,3
18.5727,99.2054,3
18.5727,99.2144,3
18.5727,99.2234,2
18.5727,99.2324,2
18.5727,99.2414,3
18.5727,99.2504,3
18.5727,99.2593,1
18.5727,99.2683,1
18.5727,99.2773,1
18.5727,99.2863,1
18.5727,99.3132,3
18.5727,99.3222,3
18.5727,99.3312,3
18.5727,99.3402,1
18.5727,99.3492,1
18.5727,99.3582,2
18.5727,99.3671,2
18.5727,99.3761,1
18.5727,99.3851,1
18.5727,99.43,1
18.5727,99.439,1
18.5727,99.448,1
18.5727,99.466,2
18.5727,99.4749,3
18.5727,99.4839,3
18.5727,99.4929,3
18.5727,99.5019,2
18.5817,98.1993,3
18.5817,98.2083,2
18.5817,98.2173,2
18.5817,98.2263,2
18.5817,98.2353,2
18.5817,98.2443,3
18.5817,98.2532,4
18.5817,98.2622,5
18.5817,98.2712,6
18.5817,98.2802,5
18.5817,98.2892,4
18.5817,98.2981,3
18.5817,98.3071,2
18.5817,98.3161,2
18.5817,98.3251,3
18.5817,98.3341,3
18.5817,98.3431,2
18.5817,98.352,1
18.5817,98.361,2
18.5817,98.37,2
18.5817,98.379,2
18.5817,98.388,2
18.5817,98.397,1
18.5817,98.4059,1
18.5817,98.4419,1
18.5817,98.4509,1
18.5817,98.5137,1
18.5817,98.5227,1
18.5817,98.5317,1
18.5817,98.5856,1
18.5817,98.5946,1
18.5817,98.6036,2
18.5817,98.6126,5
18.5817,98.6215,5
18.5817,98.6305,3
18.5817,98.6665,2
18.5817,98.6754,4
18.5817,98.6844,4
18.5817,98.6934,3
18.5817,98.7024,2
18.5817,98.7114,2
18.5817,98.7204,2
18.5817,98.7293,2
18.5817,98.7383,3
18.5817,98.7473,3
18.5817,98.7563,2
18.5817,98.7653,1
18.5817,99.0258,2
18.5817,99.0348,2
18.5817,99.0438,4
18.5817,99.0527,4
18.5817,99.0617,4
18.5817,99.0707,1
18.5817,99.1066,1
18.5817,99.1156,1
18.5817,99.1246,2
18.5817,99.1336,1
18.5817,99.1426,1
18.5817,99.1785,2
18.5817,99.1875,2
18.5817,99.1965,3
18.5817,99.2054,3
18.5817,99.2144,2
18.5817,99.2234,1
18.5817,99.2324,2
18.5817,99.2414,2
18.5817,99.2504,2
18.5817,99.2683,1
18.5817,99.2773,1
18.5817,99.2863,1
18.5817,99.3043,3
18.5817,99.3132,3
18.5817,99.3222,3
18.5817,99.3312,2
18.5817,99.3402,1
18.5817,99.3492,1
18.5817,99.439,1
18.5817,99.448,2
18.5817,99.457,3
18.5817,99.466,2
18.5817,99.4749,3
18.5817,99.4839,2
18.5817,99.4929,2
18.5817,99.5019,2
18.5906,98.1993,2
18.5906,98.2083,1
18.5906,98.2173,1
18.5906,98.2263,2
18.5906,98.2353,5
18.5906,98.2443,5
18.5906,98.2532,6
18.5906,98.2622,5
18.5906,98.2712,5
18.5906,98.2802,4
18.5906,98.2892,3
18.5906,98.2981,3
18.5906,98.3071,2
18.5906,98.3161,1
18.5906,98.3251,1
18.5906,98.3341,1
18.5906,98.3431,1
18.5906,98.352,1
18.5906,98.361,1
18.5906,98.37,1
18.5906,98.379,1
18.5906,98.388,1
18.5906,98.397,1
18.5906,98.4059,1
18.5906,98.4149,1
18.5906,98.4509,1
18.5906,98.4598,1
18.5906,98.5048,1
18.5906,98.5137,1
18.5906,98.5227,1
18.5906,98.5946,1
18.5906,98.6036,2
18.5906,98.6126,5
18.5906,98.6215,5
18.5906,98.6305,3
18.5906,98.6665,1
18.5906,98.6754,3
18.5906,98.6844,3
18.5906,98.6934,3
18.5906,98.7024,2
18.5906,98.7114,3
18.5906,98.7204,2
18.5906,98.7293,1
18.5906,98.7383,2
18.5906,98.7473,3
18.5906,98.7563,3
18.5906,98.7653,1
18.5906,98.7743,1
18.5906,98.7832,1
18.5906,99.0438,4
18.5906,99.0527,4
18.5906,99.0617,4
18.5906,99.0707,1
18.5906,99.0887,1
18.5906,99.0977,1
18.5906,99.1066,1
18.5906,99.1156,1
18.5906,99.1246,2
18.5906,99.1336,1
18.5906,99.1426,1
18.5906,99.1785,3
18.5906,99.1875,3
18.5906,99.1965,3
18.5906,99.2054,2
18.5906,99.2144,2
18.5906,99.2234,2
18.5906,99.2324,2
18.5906,99.2414,2
18.5906,99.2504,1
18.5906,99.2593,1
18.5906,99.2773,1
18.5906,99.2863,2
18.5906,99.2953,2
18.5906,99.3043,1
18.5906,99.3132,3
18.5906,99.3222,3
18.5906,99.3312,3
18.5906,99.3402,2
18.5906,99.3492,1
18.5906,99.3582,1
18.5906,99.439,1
18.5906,99.448,2
18.5906,99.457,3
18.5906,99.466,2
18.5906,99.4749,3
18.5906,99.4839,2
18.5906,99.4929,2
18.5906,99.5019,2
18.5996,98.1993,2
18.5996,98.2083,1
18.5996,98.2173,1
18.5996,98.2263,1
18.5996,98.2353,2
18.5996,98.2443,5
18.5996,98.2532,5
18.5996,98.2622,6
18.5996,98.2712,4
18.5996,98.2802,4
18.5996,98.2892,3
18.5996,98.2981,3
18.5996,98.3071,2
18.5996,98.3161,2
18.5996,98.3251,1
18.5996,98.3341,1
18.5996,98.3431,2
18.5996,98.352,2
18.5996,98.361,2
18.5996,98.37,1
18.5996,98.379,2
18.5996,98.388,3
18.5996,98.397,3
18.5996,98.4059,3
18.5996,98.4778,1
18.5996,98.4868,1
18.5996,98.4958,1
18.5996,98.5048,2
18.5996,98.5137,1
18.5996,98.5227,1
18.5996,98.5587,1
18.5996,98.5676,1
18.5996,98.5766,1
18.5996,98.5946,1
18.5996,98.6036,1
18.5996,98.6126,1
18.5996,98.6215,2
18.5996,98.6305,2
18.5996,98.6575,1
18.5996,98.6665,2
18.5996,98.6754,3
18.5996,98.6844,3
18.5996,98.6934,3
18.5996,98.7024,3
18.5996,98.7114,2
18.5996,98.7204,3
18.5996,98.7293,2
18.5996,98.7383,2
18.5996,98.7473,2
18.5996,98.7563,3
18.5996,98.7653,3
18.5996,98.7743,1
18.5996,98.7832,1
18.5996,98.7922,1
18.5996,98.8461,1
18.5996,98.8551,1
18.5996,98.8641,1
18.5996,98.8731,1
18.5996,98.8821,1
18.5996,98.891,1
18.5996,99.0527,3
18.5996,99.0617,3
18.5996,99.0707,3
18.5996,99.0797,1
18.5996,99.0977,1
18.5996,99.1066,2
18.5996,99.1156,2
18.5996,99.1246,3
18.5996,99.1336,2
18.5996,99.1426,1
18.5996,99.1515,1
18.5996,99.1875,3
18.5996,99.1965,3
18.5996,99.2054,2
18.5996,99.2144,2
18.5996,99.2234,2
18.5996,99.2324,2
18.5996,99.2414,2
18.5996,99.2504,1
18.5996,99.2593,2
18.5996,99.2683,1
18.5996,99.2773,3
18.5996,99.2863,3
18.5996,99.2953,2
18.5996,99.3043,1
18.5996,99.3132,3
18.5996,99.3222,3
18.5996,99.3312,3
18.5996,99.3402,2
18.5996,99.3492,1
18.5996,99.4031,1
18.5996,99.4121,1
18.5996,99.421,1
18.5996,99.448,1
18.5996,99.457,2
18.5996,99.466,2
18.5996,99.4749,2
18.5996,99.4839,3
18.5996,99.4929,3
18.5996,99.5019,2
18.6086,98.1993,1
18.6086,98.2263,1
18.6086,98.2353,2
18.6086,98.2443,2
18.6086,98.2532,2
18.6086,98.2622,1
18.6086,98.3161,1
18.6086,98.3251,1
18.6086,98.3341,1
18.6086,98.361,3
18.6086,98.37,3
18.6086,98.379,4
18.6086,98.388,5
18.6086,98.397,5
18.6086,98.4059,4
18.6086,98.4509,1
18.6086,98.4598,2
18.6086,98.4688,2
18.6086,98.4778,2
18.6086,98.4868,1
18.6086,98.4958,2
18.6086,98.5048,2
18.6086,98.5137,2
18.6086,98.5587,1
18.6086,98.5676,1
18.6086,98.5766,1
18.6086,98.5856,1
18.6086,98.6036,1
18.6086,98.6126,1
18.6086,98.6215,3
18.6086,98.6305,4
18.6086,98.6395,4
18.6086,98.6485,2
18.6086,98.6575,4
18.6086,98.6665,4
18.6086,98.6754,3
18.6086,98.6844,4
18.6086,98.6934,4
18.6086,98.7024,3
18.6086,98.7114,3
18.6086,98.7204,4
18.6086,98.7293,3
18.6086,98.7383,4
18.6086,98.7473,2
18.6086,98.7563,1
18.6086,98.7653,1
18.6086,98.7922,1
18.6086,98.8012,1
18.6086,98.8102,1
18.6086,98.8551,1
18.6086,98.8641,1
18.6086,98.8731,1
18.6086,98.8821,1
18.6086,98.891,1
18.6086,98.9,1
18.6086,99.0977,1
18.6086,99.1066,1
18.6086,99.1156,1
18.6086,99.1246,2
18.6086,99.1336,1
18.6086,99.1426,1
18.6086,99.1695,1
18.6086,99.1785,1
18.6086,99.1965,2
18.6086,99.2054,4
18.6086,99.2144,4
18.6086,99.2234,5
18.6086,99.2324,4
18.6086,99.2414,2
18.6086,99.2504,2
18.6086,99.2593,3
18.6086,99.2683,3
18.6086,99.2773,2
18.6086,99.2863,2
18.6086,99.2953,2
18.6086,99.3043,1
18.6086,99.3132,1
18.6086,99.3222,2
18.6086,99.3312,2
18.6086,99.3402,2
18.6086,99.3492,2
18.6086,99.3761,1
18.6086,99.3851,2
18.6086,99.3941,1
18.6086,99.4031,2
18.6086,99.4121,1
18.6086,99.421,1
18.6086,99.43,1
18.6086,99.439,2
18.6086,99.448,2
18.6086,99.457,2
18.6086,99.466,2
18.6086,99.4749,2
18.6086,99.4839,2
18.6086,99.4929,3
18.6086,99.5019,4
18.6176,98.2083,1
18.6176,98.2173,1
18.6176,98.2263,2
18.6176,98.2353,3
18.6176,98.2443,3
18.6176,98.2532,3
18.6176,98.2622,2
18.6176,98.2712,1
18.6176,98.2802,1
18.6176,98.2892,1
18.6176,98.2981,1
18.6176,98.3071,1
18.6176,98.3161,2
18.6176,98.3251,1
18.6176,98.3341,1
18.6176,98.3431,1
18.6176,98.37,2
18.6176,98.379,2
18.6176,98.388,2
18.6176,98.397,3
18.6176,98.4059,3
18.6176,98.4149,4
18.6176,98.4239,1
18.6176,98.4329,1
18.6176,98.4598,2
18.6176,98.4688,2
18.6176,98.4778,5
18.6176,98.4868,5
18.6176,98.4958,4
18.6176,98.5048,1
18.6176,98.5137,1
18.6176,98.5227,1
18.6176,98.5317,1
18.6176,98.5407,1
18.6176,98.6036,1
18.6176,98.6126,1
18.6176,98.6215,3
18.6176,98.6305,4
18.6176,98.6395,5
18.6176,98.6485,3
18.6176,98.6575,5
18.6176,98.6665,4
18.6176,98.6754,5
18.6176,98.6844,3
18.6176,98.6934,3
18.6176,98.7024,3
18.6176,98.7114,2
18.6176,98.7204,3
18.6176,98.7293,4
18.6176,98.7383,3
18.6176,98.7473,2
18.6176,98.7563,1
18.6176,98.7653,1
18.6176,98.7743,1
18.6176,98.8012,1
18.6176,98.8102,1
18.6176,98.8192,1
18.6176,98.891,1
18.6176,98.9,1
18.6176,98.909,1
18.6176,98.918,1
18.6176,99.1066,1
18.6176,99.1156,1
18.6176,99.1246,1
18.6176,99.1426,1
18.6176,99.1515,1
18.6176,99.1785,2
18.6176,99.1875,2
18.6176,99.1965,2
18.6176,99.2054,4
18.6176,99.2144,4
18.6176,99.2234,4
18.6176,99.2324,4
18.6176,99.2414,4
18.6176,99.2504,2
18.6176,99.2593,2
18.6176,99.2683,3
18.6176,99.2773,3
18.6176,99.2863,2
18.6176,99.2953,1
18.6176,99.3043,1
18.6176,99.3132,1
18.6176,99.3222,1
18.6176,99.3312,1
18.6176,99.3761,1
18.6176,99.3851,2
18.6176,99.3941,1
18.6176,99.4031,2
18.6176,99.4121,1
18.6176,99.421,1
18.6176,99.43,1
18.6176,99.439,2
18.6176,99.448,2
18.6176,99.457,2
18.6176,99.466,1
18.6176,99.4749,2
18.6176,99.4839,2
18.6176,99.4929,3
18.6176,99.5019,4
18.6266,98.1993,2
18.6266,98.2173,1
18.6266,98.2263,1
18.6266,98.2353,1
18.6266,98.2443,1
18.6266,98.2532,1
18.6266,98.2622,1
18.6266,98.2712,1
18.6266,98.2802,1
18.6266,98.2892,1
18.6266,98.2981,1
18.6266,98.3071,1
18.6266,98.3161,1
18.6266,98.3251,2
18.6266,98.3341,1
18.6266,98.3431,1
18.6266,98.352,1
18.6266,98.361,1
18.6266,98.37,2
18.6266,98.379,1
18.6266,98.388,1
18.6266,98.397,1
18.6266,98.4059,1
18.6266,98.4149,2
18.6266,98.4239,2
18.6266,98.4329,2
18.6266,98.4419,1
18.6266,98.4598,1
18.6266,98.4688,1
18.6266,98.4778,4
18.6266,98.4868,4
18.6266,98.4958,4
18.6266,98.5048,4
18.6266,98.5137,1
18.6266,98.5227,2
18.6266,98.5317,1
18.6266,98.5407,1
18.6266,98.5497,1
18.6266,98.5587,1
18.6266,98.5676,1
18.6266,98.6305,2
18.6266,98.6395,2
18.6266,98.6485,5
18.6266,98.6575,3
18.6266,98.6665,3
18.6266,98.6754,2
18.6266,98.6844,3
18.6266,98.6934,3
18.6266,98.7024,3
18.6266,98.7114,3
18.6266,98.7204,2
18.6266,98.7293,2
18.6266,98.7383,3
18.6266,98.7473,2
18.6266,98.7563,1
18.6266,98.7653,1
18.6266,98.891,1
18.6266,98.9,1
18.6266,98.909,1
18.6266,98.918,1
18.6266,99.1515,1
18.6266,99.1605,1
18.6266,99.1695,2
18.6266,99.1785,3
18.6266,99.1875,3
18.6266,99.1965,3
18.6266,99.2054,3
18.6266,99.2144,3
18.6266,99.2234,2
18.6266,99.2324,2
18.6266,99.2414,3
18.6266,99.2504,2
18.6266,99.2593,1
18.6266,99.2683,1
18.6266,99.2773,1
18.6266,99.2953,2
18.6266,99.3043,2
18.6266,99.3132,1
18.6266,99.3222,1
18.6266,99.3582,1
18.6266,99.3671,1
18.6266,99.3761,1
18.6266,99.3851,1
18.6266,99.3941,2
18.6266,99.4031,1
18.6266,99.4121,1
18.6266,99.448,2
18.6266,99.457,2
18.6266,99.466,2
18.6266,99.4929,1
18.6266,99.5019,1
18.6356,98.1993,1
18.6356,98.2083,1
18.6356,98.2173,2
18.6356,98.2263,2
18.6356,98.2353,1
18.6356,98.2443,1
18.6356,98.2532,1
18.6356,98.2622,2
18.6356,98.2712,2
18.6356,98.2802,2
18.6356,98.2892,2
18.6356,98.2981,2
18.6356,98.3071,2
18.6356,98.3161,1
18.6356,98.3251,1
18.6356,98.3341,1
18.6356,98.3431,1
18.6356,98.352,1
18.6356,98.361,3
18.6356,98.37,3
18.6356,98.379,3
18.6356,98.388,2
18.6356,98.397,1
18.6356,98.4149,1
18.6356,98.4239,2
18.6356,98.4329,3
18.6356,98.4419,2
18.6356,98.4509,2
18.6356,98.4598,1
18.6356,98.4688,1
18.6356,98.4778,1
18.6356,98.4868,4
18.6356,98.4958,5
18.6356,98.5048,5
18.6356,98.5137,4
18.6356,98.5227,2
18.6356,98.5317,2
18.6356,98.5407,2
18.6356,98.5497,2
18.6356,98.5587,2
18.6356,98.5676,2
18.6356,98.5766,1
18.6356,98.5946,1
18.6356,98.6036,1
18.6356,98.6126,2
18.6356,98.6215,2
18.6356,98.6305,2
18.6356,98.6395,1
18.6356,98.6485,3
18.6356,98.6575,3
18.6356,98.6665,3
18.6356,98.6754,3
18.6356,98.6844,4
18.6356,98.6934,4
18.6356,98.7024,3
18.6356,98.7114,5
18.6356,98.7204,5
18.6356,98.7293,3
18.6356,98.7383,2
18.6356,98.7473,4
18.6356,98.7563,3
18.6356,98.7653,2
18.6356,98.7743,2
18.6356,98.7832,1
18.6356,98.7922,1
18.6356,98.8012,1
18.6356,98.9,1
18.6356,98.909,1
18.6356,98.918,1
18.6356,98.927,1
18.6356,99.1156,1
18.6356,99.1246,1
18.6356,99.1336,1
18.6356,99.1605,1
18.6356,99.1695,2
18.6356,99.1785,2
18.6356,99.1875,2
18.6356,99.1965,3
18.6356,99.2054,3
18.6356,99.2144,2
18.6356,99.2234,2
18.6356,99.2324,1
18.6356,99.2414,1
18.6356,99.2504,2
18.6356,99.2593,2
18.6356,99.3043,1
18.6356,99.3132,2
18.6356,99.3222,1
18.6356,99.3312,1
18.6356,99.3671,1
18.6356,99.3761,1
18.6356,99.3851,1
18.6356,99.439,1
18.6356,99.448,1
18.6356,99.457,1
18.6356,99.4749,1
18.6356,99.4839,1
18.6356,99.4929,2
18.6356,99.5019,2
18.6445,98.1993,1
18.6445,98.2083,1
18.6445,98.2173,1
18.6445,98.2263,1
18.6445,98.2353,1
18.6445,98.2443,1
18.6445,98.2532,1
18.6445,98.2622,1
18.6445,98.2712,2
18.6445,98.2802,3
18.6445,98.2892,2
18.6445,98.2981,2
18.6445,98.3071,2
18.6445,98.3161,2
18.6445,98.3251,2
18.6445,98.3341,2
18.6445,98.3431,2
18.6445,98.352,2
18.6445,98.361,3
18.6445,98.37,4
18.6445,98.379,4
18.6445,98.388,4
18.6445,98.397,3
18.6445,98.4059,2
18.6445,98.4149,1
18.6445,98.4239,1
18.6445,98.4329,2
18.6445,98.4419,1
18.6445,98.4509,2
18.6445,98.4598,1
18.6445,98.4688,1
18.6445,98.4778,1
18.6445,98.4868,2
18.6445,98.4958,3
18.6445,98.5048,3
18.6445,98.5137,3
18.6445,98.5227,2
18.6445,98.5317,2
18.6445,98.5407,2
18.6445,98.5497,2
18.6445,98.5587,2
18.6445,98.5676,2
18.6445,98.5766,1
18.6445,98.5856,1
18.6445,98.6036,3
18.6445,98.6126,3
18.6445,98.6215,3
18.6445,98.6305,2
18.6445,98.6395,2
18.6445,98.6485,1
18.6445,98.6575,2
18.6445,98.6665,2
18.6445,98.6754,2
18.6445,98.6844,3
18.6445,98.6934,5
18.6445,98.7024,6
18.6445,98.7114,4
18.6445,98.7204,5
18.6445,98.7293,4
18.6445,98.7383,3
18.6445,98.7473,3
18.6445,98.7563,3
18.6445,98.7653,4
18.6445,98.7743,4
18.6445,98.7832,4
18.6445,98.7922,4
18.6445,98.8012,3
18.6445,98.8102,2
18.6445,98.8192,1
18.6445,98.8731,1
18.6445,98.8821,1
18.6445,98.891,1
18.6445,99.0258,1
18.6445,99.0348,1
18.6445,99.0438,1
18.6445,99.0797,1
18.6445,99.0887,1
18.6445,99.1246,1
18.6445,99.1336,1
18.6445,99.1426,1
18.6445,99.1695,1
18.6445,99.1785,2
18.6445,99.1875,2
18.6445,99.1965,2
18.6445,99.2054,1
18.6445,99.2144,1
18.6445,99.2234,1
18.6445,99.2324,1
18.6445,99.2504,1
18.6445,99.2593,1
18.6445,99.2683,1
18.6445,99.43,1
18.6445,99.439,1
18.6445,99.448,1
18.6445,99.457,1
18.6445,99.466,1
18.6445,99.4749,1
18.6445,99.4839,2
18.6445,99.4929,2
18.6445,99.5019,2
18.6535,98.1993,1
18.6535,98.2083,1
18.6535,98.2173,1
18.6535,98.2263,1
18.6535,98.2353,2
18.6535,98.2443,2
18.6535,98.2532,2
18.6535,98.2622,2
18.6535,98.2712,3
18.6535,98.2802,3
18.6535,98.2892,2
18.6535,98.2981,2
18.6535,98.3071,2
18.6535,98.3161,2
18.6535,98.3251,2
18.6535,98.3341,2
18.6535,98.3431,3
18.6535,98.352,2
18.6535,98.361,2
18.6535,98.37,4
18.6535,98.379,4
18.6535,98.388,5
18.6535,98.397,3
18.6535,98.4059,2
18.6535,98.4149,1
18.6535,98.4239,1
18.6535,98.4329,1
18.6535,98.4419,1
18.6535,98.4598,1
18.6535,98.4688,1
18.6535,98.4778,1
18.6535,98.5048,2
18.6535,98.5137,2
18.6535,98.5227,2
18.6535,98.5317,2
18.6535,98.5407,1
18.6535,98.5497,2
18.6535,98.5587,2
18.6535,98.5676,2
18.6535,98.5766,2
18.6535,98.5856,1
18.6535,98.5946,1
18.6535,98.6036,1
18.6535,98.6126,3
18.6535,98.6215,3
18.6535,98.6305,3
18.6535,98.6395,3
18.6535,98.6485,3
18.6535,98.6575,2
18.6535,98.6665,3
18.6535,98.6754,4
18.6535,98.6844,3
18.6535,98.6934,4
18.6535,98.7024,4
18.6535,98.7114,4
18.6535,98.7204,4
18.6535,98.7293,3
18.6535,98.7383,3
18.6535,98.7473,4
18.6535,98.7563,4
18.6535,98.7653,5
18.6535,98.7743,4
18.6535,98.7832,4
18.6535,98.7922,4
18.6535,98.8012,3
18.6535,98.8102,2
18.6535,98.8192,1
18.6535,98.8282,1
18.6535,98.8371,1
18.6535,98.8821,1
18.6535,98.891,1
18.6535,98.9,1
18.6535,99.0348,1
18.6535,99.0438,2
18.6535,99.0527,2
18.6535,99.0617,1
18.6535,99.0797,1
18.6535,99.0887,2
18.6535,99.0977,2
18.6535,99.1066,2
18.6535,99.1156,2
18.6535,99.1246,1
18.6535,99.1336,1
18.6535,99.1426,1
18.6535,99.1785,1
18.6535,99.1875,1
18.6535,99.1965,1
18.6535,99.2054,1
18.6535,99.2144,2
18.6535,99.2234,3
18.6535,99.2324,3
18.6535,99.2414,1
18.6535,99.2504,1
18.6535,99.2593,2
18.6535,99.2683,1
18.6535,99.2773,1
18.6535,99.3941,1
18.6535,99.4031,1
18.6535,99.4121,1
18.6535,99.439,1
18.6535,99.448,1
18.6535,99.457,1
18.6535,99.466,2
18.6535,99.4749,2
18.6535,99.4839,1
18.6535,99.4929,2
18.6535,99.5019,2
18.6625,98.2263,1
18.6625,98.2353,2
18.6625,98.2443,3
18.6625,98.2532,3
18.6625,98.2622,3
18.6625,98.2712,2
18.6625,98.2802,2
18.6625,98.2892,2
18.6625,98.2981,2
18.6625,98.3071,3
18.6625,98.3161,2
18.6625,98.3251,2
18.6625,98.3341,2
18.6625,98.3431,2
18.6625,98.352,3
18.6625,98.361,2
18.6625,98.37,3
18.6625,98.379,3
18.6625,98.388,3
18.6625,98.397,3
18.6625,98.4059,2
18.6625,98.4149,1
18.6625,98.4239,1
18.6625,98.5048,2
18.6625,98.5137,2
18.6625,98.5227,2
18.6625,98.5317,1
18.6625,98.5407,1
18.6625,98.5497,1
18.6625,98.5587,1
18.6625,98.5676,1
18.6625,98.5766,1
18.6625,98.6036,1
18.6625,98.6126,1
18.6625,98.6215,1
18.6625,98.6305,1
18.6625,98.6395,2
18.6625,98.6485,1
18.6625,98.6575,2
18.6625,98.6665,3
18.6625,98.6754,3
18.6625,98.6844,4
18.6625,98.6934,3
18.6625,98.7024,4
18.6625,98.7114,3
18.6625,98.7204,2
18.6625,98.7293,3
18.6625,98.7383,3
18.6625,98.7473,3
18.6625,98.7563,4
18.6625,98.7653,4
18.6625,98.7743,5
18.6625,98.7832,3
18.6625,98.7922,3
18.6625,98.8012,3
18.6625,98.8102,1
18.6625,98.8371,1
18.6625,98.8461,1
18.6625,98.891,1
18.6625,98.9,1
18.6625,99.0348,1
18.6625,99.0438,2
18.6625,99.0527,2
18.6625,99.0617,2
18.6625,99.0707,1
18.6625,99.0887,1
18.6625,99.0977,2
18.6625,99.1066,2
18.6625,99.1156,2
18.6625,99.1246,2
18.6625,99.1785,1
18.6625,99.1875,1
18.6625,99.1965,1
18.6625,99.2054,1
18.6625,99.2144,2
18.6625,99.2234,3
18.6625,99.2324,3
18.6625,99.2414,3
18.6625,99.2504,2
18.6625,99.2593,3
18.6625,99.2683,3
18.6625,99.2773,1
18.6625,99.2863,1
18.6625,99.3941,1
18.6625,99.4031,2
18.6625,99.4121,2
18.6625,99.43,1
18.6625,99.439,1
18.6625,99.448,2
18.6625,99.457,1
18.6625,99.466,2
18.6625,99.4749,1
18.6625,99.4839,1
18.6625,99.4929,2
18.6625,99.5019,3
18.6715,98.2263,1
18.6715,98.2353,1
18.6715,98.2443,2
18.6715,98.2532,2
18.6715,98.2622,2
18.6715,98.2712,3
18.6715,98.2802,2
18.6715,98.2892,1
18.6715,98.2981,2
18.6715,98.3071,2
18.6715,98.3161,1
18.6715,98.3251,1
18.6715,98.3341,1
18.6715,98.3431,1
18.6715,98.352,1
18.6715,98.361,1
18.6715,98.37,2
18.6715,98.379,4
18.6715,98.388,4
18.6715,98.397,2
18.6715,98.4059,1
18.6715,98.4149,1
18.6715,98.4778,1
18.6715,98.4868,1
18.6715,98.4958,1
18.6715,98.5227,2
18.6715,98.5317,2
18.6715,98.5407,2
18.6715,98.5497,2
18.6715,98.5587,2
18.6715,98.5676,1
18.6715,98.5766,1
18.6715,98.5856,1
18.6715,98.6126,1
18.6715,98.6215,1
18.6715,98.6305,1
18.6715,98.6395,1
18.6715,98.6485,1
18.6715,98.6575,1
18.6715,98.6665,2
18.6715,98.6754,3
18.6715,98.6844,3
18.6715,98.6934,4
18.6715,98.7024,3
18.6715,98.7114,3
18.6715,98.7204,3
18.6715,98.7293,3
18.6715,98.7383,3
18.6715,98.7473,3
18.6715,98.7563,3
18.6715,98.7653,3
18.6715,98.7743,3
18.6715,98.7832,3
18.6715,98.7922,3
18.6715,98.8012,2
18.6715,98.8371,1
18.6715,98.8461,1
18.6715,99.0707,1
18.6715,99.0797,1
18.6715,99.1066,1
18.6715,99.1156,2
18.6715,99.1246,2
18.6715,99.1336,2
18.6715,99.1515,1
18.6715,99.1605,1
18.6715,99.1695,1
18.6715,99.1785,1
