latitude,longitude,burn_count
18.0786,98.8012,4
18.0786,98.8102,1
18.0786,98.8192,2
18.0786,98.8282,4
18.0786,98.8371,5
18.0786,98.8461,4
18.0786,98.8551,5
18.0786,98.8641,2
18.0786,98.8821,1
18.0786,98.891,3
18.0786,98.9,3
18.0786,98.909,3
18.0786,98.918,5
18.0786,98.927,5
18.0786,98.936,4
18.0786,98.9449,2
18.0786,98.9539,2
18.0786,98.9629,3
18.0786,98.9719,3
18.0786,98.9809,2
18.0786,98.9899,1
18.0786,98.9988,1
18.0786,99.0078,1
18.0786,99.0707,1
18.0786,99.0797,1
18.0786,99.0887,2
18.0786,99.0977,2
18.0786,99.1066,5
18.0786,99.1156,6
18.0786,99.1246,7
18.0786,99.1336,6
18.0786,99.1426,5
18.0786,99.1515,2
18.0786,99.1605,1
18.0786,99.1695,1
18.0786,99.1785,1
18.0786,99.2324,1
18.0786,99.2414,2
18.0786,99.2504,3
18.0786,99.2593,2
18.0786,99.2773,1
18.0786,99.2863,2
18.0786,99.2953,3
18.0786,99.3043,2
18.0786,99.3132,1
