latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime
17.51255,97.85328,330.04,0.46,0.64,2026-04-06,601,N20,VIIRS,n,2.0NRT,295.1,3.67,D,2026-04-06 06:01:00
17.60135,99.34563,336.27,0.37,0.58,2026-04-06,601,N20,VIIRS,n,2.0NRT,304.97,12.85,D,2026-04-06 06:01:00
17.60213,99.34945,367.0,0.37,0.58,2026-04-06,601,N20,VIIRS,h,2.0NRT,307.28,12.85,D,2026-04-06 06:01:00
17.64935,98.71799,331.17,0.4,0.6,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.78,6.17,D,2026-04-06 06:01:00
17.65402,98.74009,336.07,0.4,0.6,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.77,4.23,D,2026-04-06 06:01:00
17.66585,98.38519,331.16,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,300.0,3.7,D,2026-04-06 06:01:00
17.70098,97.68958,343.1,0.47,0.64,2026-04-06,601,N20,VIIRS,n,2.0NRT,296.18,10.34,D,2026-04-06 06:01:00
17.70165,97.69269,367.0,0.47,0.64,2026-04-06,601,N20,VIIRS,h,2.0NRT,292.81,10.34,D,2026-04-06 06:01:00
17.751,99.17535,338.64,0.38,0.58,2026-04-06,601,N20,VIIRS,n,2.0NRT,301.46,3.52,D,2026-04-06 06:01:00
17.78448,97.99754,330.22,0.45,0.63,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.53,3.13,D,2026-04-06 06:01:00
17.9325,98.59232,330.01,0.41,0.6,2026-04-06,601,N20,VIIRS,l,2.0NRT,301.09,3.02,D,2026-04-06 06:01:00
18.03794,98.05673,335.42,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,300.14,5.37,D,2026-04-06 06:01:00
18.14868,97.74949,330.81,0.46,0.63,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.29,2.34,D,2026-04-06 06:01:00
18.17715,98.44931,335.02,0.41,0.61,2026-04-06,601,N20,VIIRS,n,2.0NRT,300.84,3.03,D,2026-04-06 06:01:00
18.24358,98.38528,340.48,0.41,0.61,2026-04-06,601,N20,VIIRS,n,2.0NRT,299.49,5.73,D,2026-04-06 06:01:00
18.34648,97.97234,349.85,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,301.29,6.45,D,2026-04-06 06:01:00
18.34859,97.9698,336.48,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,301.02,3.62,D,2026-04-06 06:01:00
18.34963,97.97458,331.33,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,300.94,3.62,D,2026-04-06 06:01:00
18.36122,99.17393,334.12,0.37,0.58,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.2,2.92,D,2026-04-06 06:01:00
18.36667,97.94444,332.67,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.96,4.34,D,2026-04-06 06:01:00
18.38604,98.00687,333.52,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.64,4.13,D,2026-04-06 06:01:00
18.40707,97.96793,334.2,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.36,7.64,D,2026-04-06 06:01:00
18.41542,97.92419,332.64,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.94,2.8,D,2026-04-06 06:01:00
18.5057,97.89186,348.93,0.44,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.06,4.46,D,2026-04-06 06:01:00
18.58955,98.34005,338.16,0.41,0.61,2026-04-06,601,N20,VIIRS,n,2.0NRT,299.0,2.47,D,2026-04-06 06:01:00
18.72998,98.13948,348.31,0.42,0.61,2026-04-06,601,N20,VIIRS,n,2.0NRT,305.21,10.19,D,2026-04-06 06:01:00
18.73304,97.65312,330.37,0.45,0.63,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.21,3.19,D,2026-04-06 06:01:00
18.76771,97.94633,346.61,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,299.86,7.39,D,2026-04-06 06:01:00
18.76999,97.94553,332.71,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,299.11,4.2,D,2026-04-06 06:01:00
18.77091,97.94984,332.3,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,300.95,7.3,D,2026-04-06 06:01:00
18.77268,99.42052,331.5,0.35,0.56,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.52,2.48,D,2026-04-06 06:01:00
18.96411,97.88972,348.93,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.92,8.91,D,2026-04-06 06:01:00
18.96465,97.86473,342.66,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.17,4.73,D,2026-04-06 06:01:00
18.96795,97.86481,337.81,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.95,5.38,D,2026-04-06 06:01:00
18.98247,97.89354,335.24,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,297.84,4.33,D,2026-04-06 06:01:00
18.98485,97.88845,336.4,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.33,6.27,D,2026-04-06 06:01:00
18.98695,97.88705,330.79,0.43,0.62,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.2,3.01,D,2026-04-06 06:01:00
18.98768,99.17336,339.79,0.35,0.57,2026-04-06,601,N20,VIIRS,n,2.0NRT,298.87,4.34,D,2026-04-06 06:01:00
