latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime
18.3377,97.7095,336.77,0.74,0.76,2026-04-28,550,N20,VIIRS,n,2.0NRT,288.27,13.54,D,2026-04-28 05:50:00
18.87289,98.36401,341.88,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,286.66,9.83,D,2026-04-28 05:50:00
18.87753,98.36275,340.51,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,283.97,8.54,D,2026-04-28 05:50:00
20.21117,97.88007,347.63,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,291.29,9.42,D,2026-04-28 05:50:00
20.21265,97.88621,344.33,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,291.46,9.42,D,2026-04-28 05:50:00
20.21395,97.88071,356.3,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,291.94,10.29,D,2026-04-28 05:50:00
20.21539,97.88689,338.74,0.66,0.73,2026-04-28,550,N20,VIIRS,n,2.0NRT,291.56,13.21,D,2026-04-28 05:50:00
17.53732,98.27106,353.59,0.51,0.66,2026-04-28,729,N20,VIIRS,n,2.0NRT,291.79,12.07,D,2026-04-28 07:29:00
17.56151,97.94077,332.67,0.48,0.65,2026-04-28,729,N20,VIIRS,n,2.0NRT,290.55,4.63,D,2026-04-28 07:29:00
18.05423,97.79507,343.23,0.48,0.64,2026-04-28,731,N20,VIIRS,n,2.0NRT,293.92,5.14,D,2026-04-28 07:31:00
18.05788,97.79399,351.27,0.48,0.64,2026-04-28,731,N20,VIIRS,n,2.0NRT,294.2,9.43,D,2026-04-28 07:31:00
18.06009,97.79369,331.42,0.48,0.64,2026-04-28,731,N20,VIIRS,n,2.0NRT,293.43,5.14,D,2026-04-28 07:31:00
18.15528,98.04851,367.0,0.5,0.66,2026-04-28,731,N20,VIIRS,h,2.0NRT,293.14,12.01,D,2026-04-28 07:31:00
18.15706,98.04943,367.0,0.5,0.66,2026-04-28,731,N20,VIIRS,h,2.0NRT,291.78,12.21,D,2026-04-28 07:31:00
18.35715,97.71011,331.25,0.47,0.64,2026-04-28,731,N20,VIIRS,n,2.0NRT,294.19,3.53,D,2026-04-28 07:31:00
18.37656,98.85027,356.11,0.56,0.69,2026-04-28,731,N20,VIIRS,n,2.0NRT,295.11,15.51,D,2026-04-28 07:31:00
18.37903,98.84855,337.67,0.56,0.69,2026-04-28,731,N20,VIIRS,n,2.0NRT,294.47,10.12,D,2026-04-28 07:31:00
18.3795,98.85376,348.41,0.57,0.69,2026-04-28,731,N20,VIIRS,n,2.0NRT,293.12,10.42,D,2026-04-28 07:31:00
18.43113,98.26624,338.44,0.52,0.67,2026-04-28,731,N20,VIIRS,n,2.0NRT,291.94,8.85,D,2026-04-28 07:31:00
18.4326,98.28218,337.6,0.52,0.67,2026-04-28,731,N20,VIIRS,n,2.0NRT,292.27,9.93,D,2026-04-28 07:31:00
18.43785,98.27178,339.27,0.52,0.67,2026-04-28,731,N20,VIIRS,n,2.0NRT,293.06,9.68,D,2026-04-28 07:31:00
18.51054,98.1273,367.0,0.51,0.66,2026-04-28,731,N20,VIIRS,h,2.0NRT,293.66,14.91,D,2026-04-28 07:31:00
18.51137,98.12547,367.0,0.51,0.66,2026-04-28,731,N20,VIIRS,h,2.0NRT,294.41,9.97,D,2026-04-28 07:31:00
18.56475,98.03998,338.15,0.5,0.66,2026-04-28,731,N20,VIIRS,n,2.0NRT,294.59,5.62,D,2026-04-28 07:31:00
18.78716,98.42494,346.93,0.54,0.68,2026-04-28,731,N20,VIIRS,n,2.0NRT,296.24,11.52,D,2026-04-28 07:31:00
18.828,97.79836,341.0,0.49,0.65,2026-04-28,731,N20,VIIRS,n,2.0NRT,292.96,5.29,D,2026-04-28 07:31:00
18.83402,98.26414,348.39,0.52,0.67,2026-04-28,731,N20,VIIRS,n,2.0NRT,291.91,10.96,D,2026-04-28 07:31:00
18.83446,98.26277,367.0,0.52,0.67,2026-04-28,731,N20,VIIRS,h,2.0NRT,293.66,12.76,D,2026-04-28 07:31:00
