latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime
17.52198,99.1282,331.61,0.48,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,300.53,2.74,D,2026-04-01 05:53:00
17.52741,97.94848,330.24,0.58,0.7,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.3,5.03,D,2026-04-01 05:53:00
17.55102,99.06285,350.09,0.49,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,299.93,8.17,D,2026-04-01 05:53:00
17.55454,99.05997,348.11,0.49,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,300.07,7.6,D,2026-04-01 05:53:00
17.59652,99.08313,330.82,0.49,0.65,2026-04-01,553,N20,VIIRS,l,2.0NRT,301.14,4.17,D,2026-04-01 05:53:00
17.62201,98.4407,336.67,0.53,0.67,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.57,6.63,D,2026-04-01 05:53:00
17.62215,98.44233,350.16,0.53,0.67,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.27,9.18,D,2026-04-01 05:53:00
17.65084,98.60386,335.41,0.52,0.67,2026-04-01,553,N20,VIIRS,n,2.0NRT,299.49,6.44,D,2026-04-01 05:53:00
17.66399,97.61514,354.29,0.6,0.71,2026-04-01,553,N20,VIIRS,n,2.0NRT,297.61,20.02,D,2026-04-01 05:53:00
17.66499,97.61967,351.14,0.6,0.71,2026-04-01,553,N20,VIIRS,n,2.0NRT,295.43,18.78,D,2026-04-01 05:53:00
17.71472,99.23988,340.97,0.47,0.64,2026-04-01,553,N20,VIIRS,n,2.0NRT,300.58,4.0,D,2026-04-01 05:53:00
17.71527,99.2387,331.12,0.47,0.64,2026-04-01,553,N20,VIIRS,n,2.0NRT,300.67,3.36,D,2026-04-01 05:53:00
17.75924,99.13593,334.12,0.48,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.39,3.9,D,2026-04-01 05:53:00
17.84217,98.68726,334.77,0.51,0.66,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.85,3.58,D,2026-04-01 05:53:00
17.89552,98.87442,341.47,0.49,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,300.17,6.41,D,2026-04-01 05:53:00
17.93436,98.99677,336.21,0.48,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,299.57,6.11,D,2026-04-01 05:53:00
17.94038,98.99623,346.14,0.48,0.65,2026-04-01,553,N20,VIIRS,n,2.0NRT,298.41,6.11,D,2026-04-01 05:53:00
18.02364,99.35622,343.2,0.46,0.63,2026-04-01,553,N20,VIIRS,n,2.0NRT,303.02,4.22,D,2026-04-01 05:53:00
17.6657,97.61633,367.0,0.6,0.71,2026-04-01,555,N20,VIIRS,h,2.0NRT,298.21,27.78,D,2026-04-01 05:55:00
17.76979,97.66274,341.74,0.6,0.7,2026-04-01,555,N20,VIIRS,n,2.0NRT,295.48,7.23,D,2026-04-01 05:55:00
17.7709,97.66062,340.56,0.6,0.7,2026-04-01,555,N20,VIIRS,n,2.0NRT,295.63,9.12,D,2026-04-01 05:55:00
17.87505,97.94418,332.25,0.57,0.69,2026-04-01,555,N20,VIIRS,n,2.0NRT,297.4,5.93,D,2026-04-01 05:55:00
17.87586,97.94775,335.48,0.57,0.69,2026-04-01,555,N20,VIIRS,n,2.0NRT,297.54,5.92,D,2026-04-01 05:55:00
17.88011,98.56547,330.62,0.52,0.67,2026-04-01,555,N20,VIIRS,n,2.0NRT,299.41,3.73,D,2026-04-01 05:55:00
17.88112,97.94205,350.33,0.57,0.69,2026-04-01,555,N20,VIIRS,n,2.0NRT,297.01,10.85,D,2026-04-01 05:55:00
17.88197,97.94581,338.35,0.57,0.69,2026-04-01,555,N20,VIIRS,n,2.0NRT,296.49,7.75,D,2026-04-01 05:55:00
