latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime
17.50023,98.38477,340.24,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,307.91,4.79,D,2026-03-30 06:31:00
17.50261,99.0155,356.19,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.07,10.1,D,2026-03-30 06:31:00
17.50347,98.95649,335.49,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,307.96,5.59,D,2026-03-30 06:31:00
17.5037,98.38413,336.93,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.3,4.79,D,2026-03-30 06:31:00
17.50408,98.96025,337.52,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,308.38,3.57,D,2026-03-30 06:31:00
17.50457,97.95664,336.28,0.45,0.39,2026-03-30,631,N20,VIIRS,l,2.0NRT,307.63,4.62,D,2026-03-30 06:31:00
17.50533,98.96787,335.7,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.6,5.21,D,2026-03-30 06:31:00
17.50595,98.97173,351.14,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,310.48,5.21,D,2026-03-30 06:31:00
17.50654,98.37973,345.61,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,307.69,7.29,D,2026-03-30 06:31:00
17.50659,98.97559,347.28,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.13,6.27,D,2026-03-30 06:31:00
17.50797,97.892,332.58,0.45,0.39,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.08,4.39,D,2026-03-30 06:31:00
17.50823,97.8908,334.93,0.45,0.39,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.34,4.05,D,2026-03-30 06:31:00
17.51153,97.89145,336.92,0.45,0.39,2026-03-30,631,N20,VIIRS,n,2.0NRT,307.61,3.32,D,2026-03-30 06:31:00
17.51493,99.00537,349.03,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,312.84,11.09,D,2026-03-30 06:31:00
17.51507,97.89077,335.19,0.45,0.39,2026-03-30,631,N20,VIIRS,n,2.0NRT,307.38,3.32,D,2026-03-30 06:31:00
17.51677,98.97375,351.27,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,310.77,12.89,D,2026-03-30 06:31:00
17.51705,98.91102,334.8,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.91,3.03,D,2026-03-30 06:31:00
17.5177,98.91501,342.93,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,306.58,3.03,D,2026-03-30 06:31:00
17.5196,98.92667,343.19,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,306.61,4.04,D,2026-03-30 06:31:00
17.52021,98.93046,340.2,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,306.92,4.04,D,2026-03-30 06:31:00
17.52082,98.93423,342.42,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,308.85,4.66,D,2026-03-30 06:31:00
17.52144,98.938,336.25,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.81,4.66,D,2026-03-30 06:31:00
17.52169,98.96107,341.67,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.21,5.73,D,2026-03-30 06:31:00
17.52322,98.90591,332.75,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.06,4.1,D,2026-03-30 06:31:00
17.52601,98.90154,337.3,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,305.8,5.11,D,2026-03-30 06:31:00
17.52759,98.42049,347.31,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,314.61,13.8,D,2026-03-30 06:31:00
17.53104,98.41982,338.21,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,312.39,13.8,D,2026-03-30 06:31:00
17.53986,97.90782,340.32,0.45,0.39,2026-03-30,631,N20,VIIRS,l,2.0NRT,311.67,17.64,D,2026-03-30 06:31:00
17.54067,97.86952,346.81,0.45,0.39,2026-03-30,631,N20,VIIRS,n,2.0NRT,313.21,12.67,D,2026-03-30 06:31:00
17.54135,97.87352,332.23,0.45,0.39,2026-03-30,631,N20,VIIRS,n,2.0NRT,305.61,4.71,D,2026-03-30 06:31:00
17.54412,97.91146,338.98,0.45,0.39,2026-03-30,631,N20,VIIRS,l,2.0NRT,307.08,95.06,D,2026-03-30 06:31:00
17.54554,98.91406,331.9,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,305.68,1.93,D,2026-03-30 06:31:00
17.54922,98.93684,342.32,0.41,0.37,2026-03-30,631,N20,VIIRS,n,2.0NRT,307.89,3.75,D,2026-03-30 06:31:00
17.55041,98.42921,338.32,0.43,0.38,2026-03-30,631,N20,VIIRS,l,2.0NRT,306.96,6.04,D,2026-03-30 06:31:00
17.55102,98.6048,339.84,0.42,0.38,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.52,20.08,D,2026-03-30 06:31:00
17.55304,98.46669,333.74,0.43,0.38,2026-03-30,631,N20,VIIRS,n,2.0NRT,305.68,3.4,D,2026-03-30 06:31:00
17.55446,98.60423,353.44,0.42,0.38,2026-03-30,631,N20,VIIRS,n,2.0NRT,314.68,20.08,D,2026-03-30 06:31:00
17.55511,98.60816,337.41,0.42,0.38,2026-03-30,631,N20,VIIRS,n,2.0NRT,309.81,5.62,D,2026-03-30 06:31:00
17.55792,98.60378,348.48,0.42,0.38,2026-03-30,631,N20,VIIRS,n,2.0NRT,312.42,12.56,D,2026-03-30 06:31:00
17.56316,97.7421,334.16,0.46,0.39,2026-03-30,631,N20,VIIRS,n,2.0NRT,305.46,8.58,D,2026-03-30 06:31:00
17.56433,98.89871,331.76,0.41,0.37,2026-03-30,631,N20,VIIRS,l,2.0NRT,305.83,3.2,D,2026-03-30 06:31:00
